tag;real_tag;server;description;name;unit;measurement_type;process;area;sub_area;section;equipment;data_type;derived;quality_score;profit_type;target;r2_feature;r3_feature;r4_feature;r5_feature;r6_feature;r7_feature;r9_feature;r10_feature;range_min;range_max;max_delta;on_off_dependencies;constraint_set;comentarios;dist_count;dist_mean;dist_std;dist_min;dist_2%;dist_10%;dist_20%;dist_50%;dist_80%;dist_90%;dist_98%;dist_max;dif_count;dif_mean;dif_std;dif_min;dif_2%;dif_10%;dif_20%;dif_50%;dif_70%;dif_80%;dif_90%;dif_98%;dif_max;tag_type;op_min;op_max
rh_volumen_embalse_2;RH:Volumen_Embalse_2;;Volumen Embalse Sapos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_70_iz;RH:F-70_IZ;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_71_d;RH:F-71_D;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_53;RH:F-53;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f10_flujo;RH:F10.FLUJO;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f18_flujo;RH:F18.FLUJO;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f25_flujo;RH:F25.FLUJO;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit14;RH:FIT14;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f022;RH:F022;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit_076;RH:FIT-076;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f19_flujo;RH:F19.FLUJO;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit077;RH:FIT077;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f69_flujo;RH:F69.FLUJO;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit_095a;RH:FIT-095A;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit083;RH:FIT083;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit_020;RH:FIT-020;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_fit003;RH:FIT003;;Agua Fresca Colon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_r2_ph_ca6;R-AGUA_R2_PH_CA6;;Tags Espesadores Generales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_pp115_fit5315;R-AGUA:PP115.FIT5315;;R-AGUA>>Sala Bba 3>Flujo Agua Recuperada Descarga Bomba 340-PP-115;;m3/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_pp116_fit5316;R-AGUA:PP116.FIT5316;;R-AGUA>>Sala Bba 3>Flujo Agua Recuperada Descarga Bomba 340-PP-116;;m3/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_pp117_fit5317;R-AGUA:PP117.FIT5317;;R-AGUA>>Sala Bba 3>Flujo Agua Recuperada Descarga Bomba 340-PP-117;;m3/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_pp118_fit5318;R-AGUA:PP118.FIT5318;;R-AGUA>>Sala Bba 3>Flujo Agua Recuperada Descarga Bomba 340-PP-118;;m3/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44a;MOL:WIC44A;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44b;MOL:WIC44B;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44c;MOL:WIC44C;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44d;MOL:WIC44D;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44e;MOL:WIC44E;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44f;MOL:WIC44F;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44g;MOL:WIC44G;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44j;MOL:WIC44J;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44k;MOL:WIC44K;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44l;MOL:WIC44L;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44m;MOL:WIC44M;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_wic44n;MOL:WIC44N;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_280_wit_8778;MU:280_WIT_8778;;Procesamiento Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_wic2101;SAG:WIC2101;;Procesamiento SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_wit_1835;sag2:260_wit_1835;;Procesamiento SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_280_dhu_2013;MU:280_DHU_2013;;Solidos Unitario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_su_mol13;MU:Su_Mol13;;Solidos Unitario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_dic_1842;SAG2:260_DIC_1842;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_di_1884;SAG2:260_DI_1884;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_di_1896;SAG2:260_DI_1896;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_dit2189a;SAG:DIT2189A;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_dit2189b;SAG:DIT2189B;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_dic2150z;SAG:DIC2150Z;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_%sol_sag2_a_flotacion;SAG2:%Sol_SAG2_a_Flotacion;;Solidos SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69a;MOL:DIC69A;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69b;MOL:DIC69B;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69c;MOL:DIC69C;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69d;MOL:DIC69D;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69e;MOL:DIC69E;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69f;MOL:DIC69F;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69g;MOL:DIC69G;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69j;MOL:DIC69J;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69k;MOL:DIC69K;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69l;MOL:DIC69L;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69m;MOL:DIC69M;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_dic69n;MOL:DIC69N;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_280_dit_8783;MU:280_DIT_8783;;Solidos Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_16;RH:F-16;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_17;RH:F-17;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_ge_plc_09_fit_097;RH:GE.PLC_09.FIT-097;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fic2150z;SAG:FIC2150Z;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fit2155;SAG:FIT2155;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fic2181a;SAG:FIC2181A;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fic2188a;SAG:FIC2188A;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fic2181b;SAG:FIC2181B;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag_fic2188b;SAG:FIC2188B;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_ffic_1842;SAG2:260_FFIC_1842;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_fic_1848;SAG2:260_FIC_1848;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_fi_1890;SAG2:260_FI_1890;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_fi_1872;SAG2:260_FI_1872;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_fi_1876;SAG2:260_FI_1876;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sag2_260_fi_1892;SAG2:260_FI_1892;;Agua SAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65a;MOL:FIC65A;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65b;MOL:FIC65B;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65c;MOL:FIC65C;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65d;MOL:FIC65D;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65e;MOL:FIC65E;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65f;MOL:FIC65F;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65g;MOL:FIC65G;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65j;MOL:FIC65J;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65k;MOL:FIC65K;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65l;MOL:FIC65L;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65m;MOL:FIC65M;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fic65n;MOL:FIC65N;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_280_fic_8785;MU:280_FIC_8785;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66a;MOL:230_FIC_66A;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66b;MOL:230_FIC_66B;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66c;MOL:230_FIC_66C;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66d;MOL:230_FIC_66D;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66e;MOL:230_FIC_66E;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66f;MOL:230_FIC_66F;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66g;MOL:230_FIC_66G;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66j;MOL:230_FIC_66J;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66k;MOL:230_FIC_66K;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66l;MOL:230_FIC_66L;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66m;MOL:230_FIC_66M;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_230_fic_66n;MOL:230_FIC_66N;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mu_280_fit_8789;MU:280_FIT_8789;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65a;MOL:FITS65A;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65b;MOL:FITS65B;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65c;MOL:FITS65C;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65d;MOL:FITS65D;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65e;MOL:FITS65E;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65f;MOL:FITS65F;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65g;MOL:FITS65G;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65j;MOL:FITS65J;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65k;MOL:FITS65K;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65l;MOL:FITS65L;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65m;MOL:FITS65M;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mol_fits65n;MOL:FITS65N;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f_75;RH:F_75;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f12_flujo;RH:F12.FLUJO;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rh_f11_flujo;RH:F11.FLUJO;;Agua Convencional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_r2_torque_norte;R-AGUA:R2_Torque_Norte;;% Torque rastra Norte R2;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30
r_agua_r2_torque_sur;R-AGUA:R2_Torque_Sur;;% Torque rastra Sur R2;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30
r_agua_flocu_fi_3820;R-AGUA:Flocu_FI-3820;;R-AGUA>>Floculante>Flujo FI-3820 dosificaciÃ³n a R2;;m3/h;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;10;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;30
r_agua_r2_dit_01;R-AGUA:R2_DIT_01;;R2>>Densimetro 1;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;1;;;;;;;;54;58;;on_off_floculante_r2, on_off_flujo_alimentacion_r2;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;54;58
r_agua_r2_dit_02;R-AGUA:R2_DIT_02;;R2>>Densimetro 2;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;1;;;;;;;;54;58;;on_off_floculante_r2, on_off_flujo_alimentacion_r2;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;54;58
r_agua_r2_valv_01;R-AGUA:R2_VALV_01;;R2>>Apertura Valvula de descarga1;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;30;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;85
r_agua_r2_valv_02;R-AGUA:R2_VALV_02;;R2>>Apertura Valvula de descarga2;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;30;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;85
r_agua_r2_valv_03;R-AGUA:R2_VALV_03;;R2>>Apertura Valvula de descarga3;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;30;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;85
r_agua_r2_valv_04;R-AGUA:R2_VALV_04;;R2>>Apertura Valvula de descarga4 ;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;30;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;85
r_agua_r2_nivel_rastras;R-AGUA:R2_Nivel_Rastras;;Nivel rastra R2;;pulg.;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
r_agua_r2_a330_fit_208;R-AGUA:R2_A330_FIT_208;;R2>>Flujo Agua clara;;l/s;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;1500;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;1500;3000
r_agua_r2_a330_fit_205;R-AGUA:R2_A330_FIT_205;;R2>>Flujo AlimentaciÃ³n;;m3/hr;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;1000;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;1000;3000
r_agua_r2_a330_lit_206_pulg;R-AGUA:R2_A330_LIT_206_pulg;;R2>>Nivel Interfaz;;pulg.;R2;ESPESADORES;R-AGUA;;R2;;;;;;;1;;;;;;;;40;85;;on_off_floculante_r2, on_off_flujo_alimentacion_r2;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;40;85
r_agua_r2_a330_zit_203;R-AGUA:R2_A330_ZIT_203;;R2>>Recorrido Valvula FCV-203;;%;R2;ESPESADORES;R-AGUA;;R2;;;;;;;;;;;;;;;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;0;100
r_agua_r2_a330_ait_207;R-AGUA:R2_A330_AIT_207;;R2>>Turbidimetro;;NTU;R2;ESPESADORES;R-AGUA;;R2;;;;;;;1;;;;;;;;5;70;;on_off_floculante_r2, on_off_flujo_alimentacion_r2;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;5;70
r_agua_r10_torque;R-AGUA:R10_Torque;;R10>>Torque;;%;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;0;30
r_agua_r10_fit_1154;R-AGUA:R10_FIT_1154;;R10>>Flujo Floculante a Espesador R-10;;l/m;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;50;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;50;85
r_agua_r10_dit1107_dit1107;R-AGUA:R10_DIT1107_DIT1107;;Densidad DIT-1107 lÃ­nea de descarga de relaves vÃ¡lvulas 1107A y 1107B;;%;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;1;54;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;58
r_agua_r10_dit1111_dit1111;R-AGUA:R10_DIT1111_DIT1111;;Densidad DIT-1111 lÃ­nea de descarga de relaves vÃ¡lvulas 1111A y 1111B;;%;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;1;54;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;58
r_agua_r10_fit_1106;R-AGUA:R10_FIT_1106;;R10>>FIT1106 Flujo Linea de descarga de relaves ( Valvulas 1107A/B );;m3/hr;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;200;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;1000
r_agua_r10_fit_1110;R-AGUA:R10_FIT_1110;;R10>>FIT1110 Flujo Linea de descarga de relaves ( Valvulas 1111A/B );;m3/hr;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;400;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;1000
r_agua_r10_presioncono_decimal;R-AGUA:R10_PresionCono_Decimal;;R10>>Presion de Cono;;PSI;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;2;4
r_agua_r10_fit_1156;R-AGUA:R10_FIT_1156;;R10>>Flujo de Agua Fresca;;l/m;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;0;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;0;500
r_agua_r10_alturainterface;R-AGUA:R10_AlturaInterface;;R10>>Altura Interface ( Nivel de Cama );;IN;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;1;90;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;90;120
r_agua_r10_turbidez;R-AGUA:R10_TURBIDEZ;;R10>>Grado de Turbidez;;NTU;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;1;5;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;control;5;150
r_agua_r10_nivelrastra;R-AGUA:R10_NivelRastra;;R10>>Nivel (PosiciÃ³n) de Rastra;;IN;R10;ESPESADORES;R-AGUA;;R10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
